,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Only Prefill Measurement,,,,,,,,,,Prefill+Generation Measurement,,,,,,,,,,Only Prefill Roofline,,,,,,Prefill+Generation Roofline,,,,,,,,AllGather1,,,,,AllGather2,,,,,AllGather3,,,,,AllGather4,,,,,AllReduce1,,,,,AllReduce2,,,,,AllGather1,,,,,AllGather2,,,,,AllGather3,,,,,AllGather4,,,,,AllReduce1,,,,,AllReduce2,,,,
,,Layer,Dmodel,FFN Hidden,Card Num,batch,Input_Length,Out_Length,Total Time,AllGather,AllReduce,GemmOp,DecOptMHA,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,Total Time,AllGather,AllReduce,GemmOp,DecOptMHA,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,Comp-P,Error,AllGather,Error,AllReduce,Error,Comp-GP,Error,Comp-GA,Error,AllGather,Error,AllReduce,Error,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time
Break V1,M6-13B-8k,40,5120,27392,4,1,32,32,0.034010172,0.002432027,0.005411113,0.018154736,0.001472317,,,,,,0.678473759,0.001437586,0.069091745,0.412795273,0.024213005,,,,,,0.00779,60.31%,,,0.00274,49.36%,0.24923,36.85%,0.00032,98.59%,,,0.05623,18.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,256,256,0.055514383,0.002210083,0.011304514,0.031760441,0.001966349,,,,,,5.476654482,0.007488352,0.522837,3.305286364,0.235525591,,,,,,0.01445,57.16%,,,0.00839,25.78%,1.99382,39.09%,0.02035,91.29%,,,0.43632,16.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,2048,2048,0.265181923,0.003518392,0.037148495,0.168702045,0.032340918,,,,,,47.92392201,0.060378523,5.043876364,26.52743182,4.972284545,,,,,,0.12109,39.77%,,,0.03211,13.56%,15.95052,39.49%,1.30208,73.64%,,,3.45555,31.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,4096,4096,0.590254736,0.004378955,0.074443368,0.338582955,0.130073909,,,,,,118.1577459,0.130842995,12.96507227,53.22065909,16.67864091,,,,,,0.25469,45.66%,,,0.06159,17.27%,31.90104,39.68%,5.20833,68.53%,,,6.90846,46.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,6144,2048,0.998951292,0.001594304,0.110225886,0.516539591,0.304758409,,,,,,61.00438523,0.068303805,6.005319091,26.69557273,9.678229545,,,,,,0.40078,51.20%,,,0.09064,17.77%,15.95052,39.07%,3.03819,67.59%,,,3.51407,41.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,32,32,0.034490633,0.000490772,0.005929572,0.018002191,0.001449102,,,,,,0.880841732,0.003094017,0.092036459,0.502123,0.027720782,,,,,,0.00779,59.95%,,,0.00422,28.83%,0.24923,48.52%,0.00064,97.56%,,,0.05869,36.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,256,256,0.076631498,0.001200434,0.01183985,0.049545618,0.002550927,,,,,,7.366791534,0.018821665,0.744803682,4.069406364,0.292432727,,,,,,0.02891,44.51%,,,0.01204,-1.69%,1.99382,50.40%,0.04069,85.96%,,,0.44775,39.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,2048,2048,0.524739695,0.001770778,0.072262005,0.339065227,0.066460105,,,,,,63.58045688,0.145940445,5.581251364,32.57358636,8.107522727,,,,,,0.24219,40.28%,,,0.06159,14.77%,15.95052,50.52%,2.60417,67.61%,,,3.54728,36.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,4096,4096,1.15230875,0.004671331,0.143258,0.659096682,0.261894409,,,,,,147.7919219,0.2054975,11.79882591,65.04597273,33.92162273,,,,,,0.50938,44.69%,,,0.11991,16.30%,31.90104,50.45%,10.41667,69.05%,,,7.09131,39.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,6144,2048,1.955031824,0.002142627,0.220481636,0.990796818,0.619233818,,,,,,80.8758831,0.108914259,6.206016364,33.16464091,21.15551364,,,,,,0.80156,50.21%,,,0.17858,19.00%,15.95052,50.42%,6.07639,70.41%,,,3.66428,40.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,32,32,0.041841602,0.000183516,0.007945708,0.023345032,0.001379887,,,,,,0.89914794,0.003000651,0.096912177,0.469325727,0.026617709,,,,,,0.00779,68.49%,,,0.0057,28.26%,0.24923,44.12%,0.00127,94.97%,,,0.06349,34.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,256,256,0.133646584,0.00160506,0.019676059,0.092240955,0.004478765,,,,,,7.258945084,0.015355933,0.784173091,3.797715,0.335173136,,,,,,0.05781,40.23%,,,0.01723,12.43%,1.99382,46.19%,0.08138,75.39%,,,0.47957,38.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,2048,2048,1.023805189,0.002148324,0.145840591,0.659094318,0.1330535,,,,,,65.00656247,0.080381873,5.894727727,30.26792727,10.48453182,,,,,,0.48438,38.85%,,,0.11991,17.78%,15.95052,46.13%,5.20833,49.69%,,,3.8186,35.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,4096,4096,2.314549303,0.002663564,0.287405636,1.342223636,0.520970455,,,,,,151.0675792,0.143695955,12.50299091,60.62909091,38.32015455,,,,,,1.01875,45.32%,,,0.23755,17.35%,31.90104,46.19%,20.83333,44.88%,,,7.63493,38.94%,,,,,,,,,,,,,,,,,,,,,167772160,167772160,40,2969.4,0.118776,167772160,167772160,40,2969.4,0.118776,,,,,,,,,,,,,,,,,,,,,40960,40960,163800,22.575,3.697785,40960,40960,163800,22.575,3.697785
,,40,5120,27392,4,4,6144,2048,3.953914738,0.003547591,0.437746545,1.998368636,1.27459,,,,,,82.14669971,0.074596959,6.728797727,31.60665909,22.97640455,,,,,,1.60312,51.02%,,,0.35565,18.75%,15.95052,46.13%,12.15278,44.00%,,,4.05434,39.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Break,M6-13B-8k,40,5120,27392,4,1,32,32,0.028036594,,,,,,,,,,0.494632196,,,,,,,,,,,,,,,,,,,,,,0.05623,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,256,256,0.050751305,,,,,,,,,,3.987007904,,,,,,,,,,,,,,,,,,,,,,0.43632,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,2048,2048,0.261492634,,,,,,,,,,34.83231225,,,,,,,,,,,,,,,,,,,,,,3.45555,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,4096,4096,0.583220387,,,,,,,,,,76.22128544,,,,,,,,,,,,,,,,,,,,,,6.90846,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,6144,2048,0.997548294,,,,,,,,,,39.91974559,,,,,,,,,,,,,,,,,,,,,,3.51407,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,32,32,0.027845192,,,,,,,,,,0.593933535,,,,,,,,,,,,,,,,,,,,,,0.05869,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,256,256,0.074102831,,,,,,,,,,4.856108427,,,,,,,,,,,,,,,,,,,,,,0.44775,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,2048,2048,0.521403408,,,,,,,,,,44.537678,,,,,,,,,,,,,,,,,,,,,,3.54728,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,4096,4096,1.152261591,,,,,,,,,,107.7735172,,,,,,,,,,,,,,,,,,,,,,7.09131,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,6144,2048,1.953163242,,,,,,,,,,59.4423655,,,,,,,,,,,,,,,,,,,,,,3.66428,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,32,32,0.036111259,,,,,,,,,,0.569489813,,,,,,,,,,,,,,,,,,,,,,0.06349,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,256,256,0.129546976,,,,,,,,,,4.671144056,,,,,,,,,,,,,,,,,,,,,,0.47957,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,2048,2048,1.020952606,,,,,,,,,,45.3290514,,,,,,,,,,,,,,,,,,,,,,3.8186,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,4096,4096,2.322983694,,,,,,,,,,108.6840322,,,,,,,,,,,,,,,,,,,,,,7.63493,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,6144,2048,3.967094231,,,,,,,,,,59.79695268,,,,,,,,,,,,,,,,,,,,,,4.05434,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accurate,M6-13B-8k,40,5120,27392,4,1,32,32,0.043986082,0.0023101,0.005834037,0.018267486,,0.001504336,0.000350745,0.000846195,0.000744972,0.000973908,1.10220108,0.005146266,0.093278609,0.4272945,,0.025461982,0.007425375,0.023227032,0.020071655,0.027896309,0.00779,60.60%,,,0.00274,53.03%,0.24923,39.07%,0.00032,98.66%,,,0.05623,39.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,256,256,0.114332628,0.004384089,0.015975858,0.032415045,,0.001690571,0.0006221,0.001529053,0.001488928,0.001186466,8.804687119,0.010817484,0.754781455,3.356752273,,0.233627909,0.059661332,0.181359364,0.158454091,0.2195485,0.01445,57.63%,,,0.00839,47.48%,1.99382,40.02%,0.02035,91.23%,,,0.43632,42.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,2048,2048,0.273296881,0.002746604,0.036620791,0.168987318,,0.021504168,0.009853658,0.009108819,0.00786043,0.003331105,75.36788363,0.065028482,6.878082273,26.81203636,,4.726015909,0.696322136,1.469252727,1.282620909,1.749553182,0.12109,36.43%,,,0.03211,12.32%,15.95052,40.13%,1.30208,72.32%,,,3.45555,49.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,4096,4096,0.598834848,0.001837399,0.072330255,0.338594136,,0.086650805,0.038875468,0.017326805,0.015117609,0.005590836,166.609398,0.125671136,13.87069182,53.78937273,,15.70912727,1.925889545,2.925207273,2.539927273,3.479327727,0.25469,40.11%,,,0.06159,14.85%,31.90104,40.32%,5.20833,66.66%,,,6.90846,50.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,6144,2048,1.004646158,0.007968854,0.109230655,0.514628909,,0.196236318,0.104680318,0.02546475,0.02236275,0.007819459,81.12497325,0.06647205,6.339361818,27.18815,,9.004751818,1.162719545,1.459065,1.276653182,1.736778182,0.40078,43.62%,,,0.09064,17.02%,15.95052,40.20%,3.03819,65.51%,,,3.51407,44.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,32,32,0.044304562,0.000857502,0.006672323,0.018500241,,0.001394392,0.000381776,0.00094439,0.000804068,0.001013803,1.253469133,0.007236258,0.114623409,0.512810045,,0.027080159,0.007475719,0.023430641,0.019753364,0.027612277,0.00779,60.84%,,,0.00422,36.75%,0.24923,49.58%,0.00064,97.51%,,,0.05869,48.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,256,256,0.088129234,0.004299734,0.013728859,0.050482118,,0.001787023,0.000945952,0.002642554,0.002600988,0.001500557,9.900073576,0.021936513,0.837797955,4.131386818,,0.294064364,0.061481591,0.192189273,0.159111409,0.226184545,0.02891,44.69%,,,0.01204,12.30%,1.99382,51.14%,0.04069,86.08%,,,0.44775,46.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,2048,2048,0.535819149,0.004620273,0.074303405,0.337901,,0.044454659,0.019416373,0.017273936,0.015135895,0.005567561,86.52859802,0.149338482,6.777716364,33.05977273,,7.876270909,0.736526045,1.470302273,1.289872727,1.768377727,0.24219,36.66%,,,0.06159,17.11%,15.95052,51.25%,2.60417,66.75%,,,3.54728,47.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,4096,4096,1.204677534,0.007314277,0.147314091,0.658697545,,0.179679182,0.077515109,0.033649023,0.029899873,0.010166256,199.1666005,0.285309227,15.22071364,66.01708636,,32.89721818,2.023064091,3.00333,2.531755,3.474162727,0.50938,39.24%,,,0.11991,18.60%,31.90104,51.19%,10.41667,68.16%,,,7.09131,53.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,6144,2048,1.957792282,0.00416695,0.216466591,0.989988136,,0.399194,0.209834136,0.049823445,0.0447056,0.014633845,101.0404549,0.129025464,7.248446364,33.49273636,,20.24939545,1.305602727,1.578746818,1.309431818,1.765729545,0.80156,42.30%,,,0.17858,17.50%,15.95052,50.93%,6.07639,69.39%,,,3.66428,49.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,32,32,0.09794836,0.002875208,0.010051143,0.023821668,,0.001382445,0.000423373,0.001060295,0.001080419,0.001039473,1.159831953,0.003953251,0.103727,0.478342045,,0.026801,0.007648174,0.023237191,0.020167518,0.028584973,0.00779,69.09%,,,0.0057,43.29%,0.24923,45.17%,0.00127,95.00%,,,0.06349,38.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,256,256,0.143031931,0.000938974,0.020260636,0.092195614,,0.002424618,0.001597815,0.004923511,0.004282421,0.002159492,9.798050833,0.01113163,0.922011909,3.86301,,0.337115,0.062856345,0.2004675,0.162525727,0.226437273,0.05781,38.90%,,,0.01723,14.96%,1.99382,47.12%,0.08138,75.68%,,,0.47957,47.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,2048,2048,1.053852224,0.00289525,0.145340591,0.657646045,,0.089001577,0.038556505,0.033640077,0.030044527,0.010204773,85.39254546,0.071972705,6.562853636,30.39181818,,10.10731818,0.770533,1.451679545,1.275759545,1.766696364,0.48438,35.13%,,,0.11991,17.50%,15.95052,46.36%,5.20833,48.01%,,,3.8186,41.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,4096,4096,2.326876163,0.003200403,0.289839,1.342260455,,0.355392864,0.154868591,0.065997782,0.060123014,0.019524,201.1526672,0.144837273,16.3975,61.52645,,37.03910455,2.160883182,2.995275909,2.576432273,3.632863636,1.01875,39.99%,,,0.23755,18.04%,31.90104,46.99%,20.83333,43.21%,,,7.63493,53.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,6144,2048,3.976580524,0.004863557,0.444122136,2.001935,,0.831443136,0.427867273,0.098147359,0.091622486,0.029107145,101.4070953,0.077822,7.326671818,32.08167727,,21.86839545,1.549521364,1.623191364,1.346323636,1.826920455,1.60312,43.42%,,,0.35565,19.92%,15.95052,46.97%,12.15278,42.23%,,,4.05434,44.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Iter,M6-13B-8K,40,5120,27392,4,1,32,32,,0.001924729,0.00433776,0.015058734,,0.00076767,0.000150066,0.000321032,0.000412865,0.00050947,,0.001134907,0.05603515,0.368523438,,0.014829,0.003602025,0.009840344,0.0113527,0.01567945,0.00779,50.78%,,,0.00274,36.83%,0.24923,29.49%,0.00032,97.72%,,,0.05623,-0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,256,256,,0.002647469,0.010680109,0.027732953,,0.000793822,0.000448644,0.001128901,0.001136534,0.000638012,,0.004709708,0.342442,2.938360938,,0.126774781,0.0301772,0.0792721,0.091087888,0.125725375,0.01445,49.35%,,,0.00839,21.44%,1.99382,31.50%,0.02035,83.85%,,,0.43632,-27.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,2048,2048,,0.005572201,0.0335612,0.154174219,,0.020796734,0.009692389,0.008664013,0.007780489,0.00289899,,0.030829825,2.940755,23.54526563,,3.825596875,0.448038875,0.64095875,0.72739025,1.006049875,0.12109,30.79%,,,0.03211,4.32%,15.95052,31.81%,1.30208,65.78%,,,3.45555,-17.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,4096,4096,,0.002133856,0.06816245,0.310070625,,0.08552825,0.038636225,0.016854963,0.015145988,0.005108328,,0.062706288,6.0559075,47.07021875,,14.21170313,1.35123375,1.27835,1.46555,2.02108625,0.25469,35.62%,,,0.06159,9.64%,31.90104,31.78%,5.20833,63.13%,,,6.90846,-14.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,1,6144,2048,,0.011126931,0.098628213,0.478325313,,0.193078594,0.104110375,0.024999713,0.022485088,0.007312831,,0.03136275,2.76684125,23.87890625,,8.248775,0.852866875,0.654841375,0.747047125,1.016435,0.40078,40.31%,,,0.09064,8.10%,15.95052,31.84%,3.03819,62.29%,,,3.51407,-27.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,32,32,,0.001292355,0.005070121,0.015215219,,0.000774985,0.000189502,0.000358304,0.000479554,0.000521262,,0.003559502,0.056095237,0.457095313,,0.015318391,0.003673996,0.010239019,0.011490538,0.01584625,0.00779,51.28%,,,0.00422,16.77%,0.24923,43.60%,0.00064,95.60%,,,0.05869,-4.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,256,256,,0.003375975,0.011227163,0.044580484,,0.000998148,0.000773872,0.002470318,0.002343345,0.000862254,,0.014677327,0.421426875,3.671084375,,0.164343906,0.030627225,0.081446088,0.092531588,0.125964125,0.02891,36.57%,,,0.01204,-7.24%,1.99382,45.02%,0.04069,75.09%,,,0.44775,-6.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,2048,2048,,0.001920498,0.066021325,0.309755,,0.042780188,0.01922575,0.016837238,0.015144175,0.005115628,,0.117095888,2.93482125,29.40828125,,7.12610625,0.461792375,0.638683125,0.739605875,1.007011125,0.24219,31.30%,,,0.06159,6.71%,15.95052,45.18%,2.60417,63.24%,,,3.54728,-20.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,4096,4096,,0.01059248,0.131349,0.603132031,,0.1736075,0.07715445,0.0331069,0.030068225,0.009587975,,0.10697005,6.41773125,58.90457813,,31.879,1.400495,1.292005,1.48184125,2.019955,0.50938,34.42%,,,0.11991,8.71%,31.90104,45.28%,10.41667,67.15%,,,7.09131,-10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,2,6144,2048,,0.002308504,0.2061015,0.915070156,,0.394639688,0.208075375,0.049344525,0.044864975,0.013999138,,0.068553088,3.3385975,30.12198438,,20.15496875,0.96724575,0.681857125,0.769311875,1.02554875,0.80156,38.80%,,,0.17858,13.35%,15.95052,45.39%,6.07639,69.25%,,,3.66428,-9.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,32,32,,0.001557996,0.006778494,0.020692516,,0.000760669,0.00027331,0.000414264,0.000717054,0.000556042,,0.002421196,0.055133037,0.420950781,,0.014601375,0.003704638,0.009935685,0.0117697,0.0158672,0.00779,63.69%,,,0.0057,15.91%,0.24923,37.73%,0.00127,90.82%,,,0.06349,-15.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,256,256,,0.002261487,0.017988613,0.086629859,,0.002079664,0.001437681,0.004563181,0.004161049,0.001378756,,0.008616884,0.421626,3.378276563,,0.167383594,0.03150875,0.082489163,0.09526565,0.127210625,0.05781,34.83%,,,0.01723,4.22%,1.99382,39.43%,0.08138,50.77%,,,0.47957,-13.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,2048,2048,,0.001503633,0.13222675,0.603715156,,0.087152047,0.038336113,0.03309335,0.030124913,0.009596231,,0.045405538,3.4338575,27.0686875,,9.405739063,0.484472625,0.666675375,0.758727875,1.02189875,0.48438,29.89%,,,0.11991,9.31%,15.95052,39.73%,5.20833,44.11%,,,3.8186,-11.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,4096,4096,,0.014503476,0.269220375,1.243250938,,0.349291563,0.15409375,0.065515875,0.059467125,0.018556288,,0.089498113,7.18142,54.1625,,35.41345313,1.482615,1.32719875,1.5198325,2.03654125,1.01875,36.03%,,,0.23755,11.76%,31.90104,39.72%,20.83333,40.59%,,,7.63493,-6.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,4,6144,2048,,0.003627175,0.414304375,1.825309375,,0.817284688,0.415406,0.0978674,0.089052088,0.027535437,,0.0486685,3.95549625,28.32145313,,21.06596875,1.1773675,0.732310375,0.817215875,1.03389875,1.60312,39.34%,,,0.35565,14.16%,15.95052,39.80%,12.15278,39.98%,,,4.05434,-2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,8,32,32,,0.002097267,0.009271048,0.027883672,,0.000760154,0.000447548,0.001132481,0.001145171,0.000646711,,0.003494221,0.067277488,0.435654688,,0.014971313,0.003953289,0.010589275,0.012285063,0.015995175,0.01437,49.83%,,,0.00839,9.50%,0.24923,38.88%,0.00254,82.13%,,,0.07382,-9.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,8,256,256,,0.001086365,0.033520225,0.154676563,,0.003695713,0.002760171,0.008662925,0.007801622,0.002897966,,0.007586408,0.546775,3.51070625,,0.373354063,0.0336546,0.087271338,0.099093563,0.129313375,0.11563,26.99%,,,0.03211,4.21%,1.99382,40.59%,0.16276,55.97%,,,0.55553,-1.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,8,2048,2048,,0.009201874,0.27094075,1.24390875,,0.176081563,0.076509988,0.065527488,0.059434088,0.018521213,,0.046366713,4.11661125,28.22326563,,18.47032812,0.54226625,0.694346,0.798201375,1.0326775,0.96875,31.78%,,,0.23755,12.32%,15.95052,40.88%,10.41667,43.06%,,,4.42489,-7.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
